NWE_02x02
----------------------------------------------------------------------------------------------------------------
Global distribution of season types
1 - Summer
2 - Early fall
3 - Late fall
4 - Winter
5 - Spring
       i       j     Jan     Feb     Mar     Apr     May     Jun     Jul     Aug     Sep     Oct     Nov     Dec  
     119      94       4       5       5       5       1       1       1       1       1       1       2       3
     120      94       4       5       5       5       1       1       1       1       1       1       2       3
     121      94       4       5       5       5       1       1       1       1       1       1       2       3
     122      94       4       5       5       5       1       1       1       1       1       1       2       3
     123      94       4       4       5       5       1       1       1       1       1       1       2       3
     124      94       4       4       5       5       1       1       1       1       1       1       2       3
     125      94       4       4       5       5       1       1       1       1       1       1       2       3
     126      94       4       4       5       5       1       1       1       1       1       1       3       3
     127      94       4       4       5       5       1       1       1       1       1       1       3       3
     128      94       4       4       5       5       1       1       1       1       1       2       3       3
     129      94       4       4       5       5       1       1       1       1       1       2       3       3
     130      94       4       4       5       5       1       1       1       1       1       2       3       3
     131      94       4       4       5       5       1       1       1       1       1       2       3       3
     132      94       4       4       5       5       1       1       1       1       1       2       3       3
     133      94       4       4       5       5       1       1       1       1       1       2       3       3
     134      94       4       4       5       5       1       1       1       1       1       2       3       3
     135      94       4       4       5       5       1       1       1       1       1       2       3       3
     136      94       4       4       5       5       1       1       1       1       1       2       3       4
     137      94       4       4       5       5       1       1       1       1       1       2       3       4
     138      94       4       4       5       5       1       1       1       1       1       2       3       4
     139      94       4       4       5       5       1       1       1       1       1       2       3       4
     140      94       4       4       5       5       1       1       1       1       1       2       3       4
     141      94       4       4       5       5       1       1       1       1       1       2       3       4
     142      94       4       4       5       5       1       1       1       1       1       2       3       4
     143      94       4       4       5       5       1       1       1       1       1       2       3       4
     144      94       4       4       5       5       1       1       1       1       1       2       3       4
     145      94       4       4       5       5       1       1       1       1       1       2       3       4
     146      94       4       4       5       5       1       1       1       1       1       2       3       4
     147      94       4       4       5       5       1       1       1       1       1       2       3       4
     148      94       4       4       5       5       1       1       1       1       1       2       3       4
     149      94       4       4       5       5       1       1       1       1       1       2       3       4
     150      94       4       4       5       5       1       1       1       1       1       2       3       4
     151      94       4       4       5       5       1       1       1       1       1       2       3       4
     152      94       4       4       5       5       1       1       1       1       1       2       3       4
     153      94       4       4       5       5       1       1       1       1       1       2       3       4
     154      94       4       4       5       5       1       1       1       1       1       2       3       4
     155      94       4       4       5       5       1       1       1       1       1       2       3       4
     156      94       4       4       5       5       1       1       1       1       1       2       3       4
     157      94       4       4       5       5       1       1       1       1       1       2       3       4
     158      94       4       4       5       5       1       1       1       1       1       2       3       4
     159      94       4       4       5       5       1       1       1       1       1       2       3       4
     160      94       4       4       5       5       1       1       1       1       1       2       3       4
     161      94       4       4       5       5       1       1       1       1       1       2       3       4
     162      94       4       4       5       5       1       1       1       1       1       2       3       4
     163      94       4       4       5       5       1       1       1       1       1       2       3       4
     164      94       4       4       5       5       1       1       1       1       1       2       3       4
     165      94       4       4       5       5       5       1       1       1       1       2       3       4
     166      94       4       4       5       5       5       1       1       1       1       2       3       4
     167      94       4       4       4       5       5       1       1       1       1       2       3       4
     168      94       4       4       4       5       5       1       1       1       1       2       3       4
     169      94       4       4       4       5       5       1       1       1       1       2       3       4
     170      94       4       4       4       5       5       1       1       1       1       2       3       4
     171      94       4       4       4       5       5       1       1       1       1       2       3       4
     172      94       4       4       4       5       5       1       1       1       1       2       3       4
     173      94       4       4       4       5       5       1       1       1       1       2       3       4
     174      94       4       4       4       5       5       1       1       1       1       2       3       4
     175      94       4       4       4       5       5       1       1       1       1       2       3       4
     176      94       4       4       4       5       5       1       1       1       1       2       3       4
     177      94       4       4       4       5       5       1       1       1       1       2       3       4
     178      94       4       4       4       5       5       1       1       1       1       2       3       4
     179      94       4       4       4       5       5       1       1       1       1       2       3       4
     180      94       4       4       4       5       5       1       1       1       1       2       3       4
     181      94       4       4       4       5       5       1       1       1       1       2       3       4
     182      94       4       4       4       5       5       1       1       1       1       3       3       4
     183      94       4       4       4       5       5       1       1       1       1       3       3       4
     184      94       4       4       4       5       5       1       1       1       2       3       3       4
     185      94       4       4       4       5       5       1       1       1       2       3       4       4
     186      94       4       4       4       5       5       1       1       1       2       3       4       4
     187      94       4       4       4       5       5       1       1       1       2       3       4       4
     188      94       4       4       4       5       5       1       1       1       2       3       4       4
     189      94       4       4       4       5       5       1       1       1       2       3       4       4
     190      94       4       4       4       5       5       1       1       1       2       3       4       4
       1      95       4       4       4       5       5       1       1       1       2       3       4       4
       2      95       4       4       4       5       5       1       1       1       2       3       4       4
       3      95       4       4       4       5       5       1       1       1       2       3       4       4
       4      95       4       4       4       5       5       1       1       1       2       3       4       4
       5      95       4       4       4       5       5       1       1       1       2       3       4       4
       6      95       4       4       4       5       5       1       1       1       2       3       4       4
       7      95       4       4       4       5       5       1       1       1       2       3       4       4
       8      95       4       4       4       5       5       1       1       1       2       3       4       4
       9      95       4       4       4       5       5       1       1       1       2       3       4       4
      10      95       4       4       4       5       5       1       1       1       2       3       4       4
      11      95       4       4       4       5       5       1       1       1       2       3       4       4
      12      95       4       4       4       5       5       1       1       1       2       3       4       4
      13      95       4       4       4       5       5       1       1       1       2       3       4       4
      14      95       4       4       4       5       5       1       1       1       2       3       4       4
      15      95       4       4       4       5       5       1       1       1       2       3       4       4
      16      95       4       4       4       5       5       1       1       1       2       3       4       4
      17      95       4       4       4       5       5       1       1       1       2       3       4       4
      18      95       4       4       4       5       5       1       1       1       2       3       4       4
      19      95       4       4       4       5       5       5       1       1       2       3       4       4
      20      95       4       4       4       5       5       5       1       1       2       3       4       4
      21      95       4       4       4       5       5       5       1       1       2       3       4       4
      22      95       4       4       4       5       5       5       1       1       2       3       4       4
      23      95       4       4       4       5       5       5       1       1       2       3       4       4
      24      95       4       4       4       5       5       5       1       1       2       3       4       4
      25      95       4       4       4       5       5       5       1       1       2       3       4       4
      26      95       4       4       4       5       5       5       1       1       2       3       4       4
      27      95       4       4       4       5       5       5       1       1       2       3       4       4
      28      95       4       4       4       4       5       5       1       1       2       3       4       4
      29      95       4       4       4       4       5       5       1       1       2       3       4       4
      30      95       4       4       4       4       5       5       1       1       2       3       4       4
      31      95       4       4       4       4       5       5       1       2       2       3       4       4
      32      95       4       4       4       4       5       5       1       2       2       3       4       4
      33      95       4       4       4       4       5       5       1       2       2       3       4       4
      34      95       4       4       4       4       5       5       1       2       2       3       4       4
      35      95       4       4       4       4       5       5       1       2       2       3       4       4
      36      95       4       4       4       4       5       5       1       2       2       3       4       4
      37      95       4       4       4       4       5       5       1       2       2       3       4       4
      38      95       4       4       4       4       5       5       1       2       2       3       4       4
      39      95       4       4       4       4       5       5       1       2       2       3       4       4
      40      95       4       4       4       4       5       5       1       2       2       3       4       4
      41      95       4       4       4       4       5       5       2       2       2       3       4       4
      42      95       4       4       4       4       5       5       2       2       2       3       4       4
      43      95       4       4       4       4       5       5       2       2       2       3       4       4
      44      95       4       4       4       4       5       5       2       2       2       3       4       4
      45      95       4       4       4       4       5       5       2       2       2       3       4       4
      46      95       4       4       4       4       5       5       2       2       2       3       4       4
      47      95       4       4       4       4       5       5       2       2       2       3       4       4
      48      95       4       4       4       4       5       5       2       2       3       3       4       4
      49      95       4       4       4       4       5       5       2       2       3       3       4       4
      50      95       4       4       4       4       5       5       2       2       3       3       4       4
      51      95       4       4       4       4       5       5       2       2       3       4       4       4
      52      95       4       4       4       4       5       5       2       2       3       4       4       4
      53      95       4       4       4       4       5       5       2       2       3       4       4       4
      54      95       4       4       4       4       5       5       2       2       3       4       4       4
      55      95       4       4       4       4       5       5       2       2       3       4       4       4
      56      95       4       4       4       4       5       5       2       2       3       4       4       4
      57      95       4       4       4       4       5       5       2       2       3       4       4       4
      58      95       4       4       4       4       5       5       2       2       3       4       4       4
      59      95       4       4       4       4       5       5       2       2       3       4       4       4
      60      95       4       4       4       4       5       5       2       2       3       4       4       4
      61      95       4       4       4       4       5       5       2       2       3       4       4       4
      62      95       4       4       4       4       5       5       2       2       3       4       4       4
      63      95       4       4       4       4       5       5       2       2       3       4       4       4
      64      95       4       4       4       4       5       5       2       2       3       4       4       4
      65      95       4       4       4       4       5       5       2       2       3       4       4       4
      66      95       4       4       4       4       5       5       2       2       3       4       4       4
      67      95       4       4       4       4       5       5       2       2       3       4       4       4
      68      95       4       4       4       4       5       5       2       2       3       4       4       4
      69      95       4       4       4       4       5       5       2       2       3       4       4       4
      70      95       4       4       4       4       5       5       2       2       3       4       4       4
      71      95       4       4       4       4       5       5       2       2       3       4       4       4
      72      95       4       4       4       4       5       5       2       2       3       4       4       4
      73      95       4       4       4       4       5       5       2       2       3       4       4       4
      74      95       4       4       4       4       5       5       2       2       3       4       4       4
      75      95       4       4       4       4       5       5       2       2       3       4       4       4
      76      95       4       4       4       4       5       5       2       2       3       4       4       4
      77      95       4       4       4       4       5       5       2       2       3       4       4       4
      78      95       4       4       4       4       5       5       2       2       3       4       4       4
      79      95       4       4       4       4       5       5       2       2       3       4       4       4
      80      95       4       4       4       4       5       5       2       2       3       4       4       4
      81      95       4       4       4       4       5       5       2       2       3       4       4       4
      82      95       4       4       4       4       5       5       2       2       3       4       4       4
      83      95       4       4       4       4       5       5       2       2       3       4       4       4
      84      95       4       4       4       4       5       5       2       2       3       4       4       4
      85      95       4       4       4       4       5       5       2       3       3       4       4       4
      86      95       4       4       4       4       5       5       2       3       3       4       4       4
      87      95       4       4       4       4       5       5       2       3       3       4       4       4
      88      95       4       4       4       4       4       5       2       3       3       4       4       4
      89      95       4       4       4       4       4       5       2       3       3       4       4       4
      90      95       4       4       4       4       4       5       2       3       3       4       4       4
      91      95       4       4       4       4       4       5       2       3       3       4       4       4
      92      95       4       4       4       4       4       5       2       3       3       4       4       4
      93      95       5       5       5       1       1       1       1       1       1       1       2       3
      94      95       5       5       5       1       1       1       1       1       1       1       2       3
      95      95       5       5       5       1       1       1       1       1       1       1       2       3
      96      95       5       5       5       1       1       1       1       1       1       1       2       3
      97      95       5       5       5       1       1       1       1       1       1       1       2       3
      98      95       5       5       5       1       1       1       1       1       1       1       2       3
      99      95       5       5       5       1       1       1       1       1       1       1       2       3
     100      95       5       5       5       1       1       1       1       1       1       1       2       3
     101      95       5       5       5       1       1       1       1       1       1       1       2       3
     102      95       5       5       5       5       1       1       1       1       1       1       2       3
     103      95       5       5       5       5       1       1       1       1       1       1       2       3
     104      95       5       5       5       5       1       1       1       1       1       1       2       3
     105      95       5       5       5       5       1       1       1       1       1       1       2       3
     106      95       5       5       5       5       1       1       1       1       1       1       2       3
     107      95       5       5       5       5       1       1       1       1       1       1       2       3
     108      95       5       5       5       5       1       1       1       1       1       1       2       3
     109      95       5       5       5       5       1       1       1       1       1       1       2       3
     110      95       5       5       5       5       1       1       1       1       1       1       2       3
     111      95       4       5       5       5       1       1       1       1       1       1       2       3
     112      95       4       5       5       5       1       1       1       1       1       1       2       3
     113      95       4       5       5       5       1       1       1       1       1       1       2       3
     114      95       4       5       5       5       1       1       1       1       1       1       2       3
     115      95       4       5       5       5       1       1       1       1       1       1       2       3
     116      95       4       5       5       5       1       1       1       1       1       1       2       3
     117      95       4       5       5       5       1       1       1       1       1       1       2       3
     118      95       4       5       5       5       1       1       1       1       1       1       2       3
     119      95       4       5       5       5       1       1       1       1       1       1       2       3
     120      95       4       4       5       5       1       1       1       1       1       1       2       3
     121      95       4       4       5       5       1       1       1       1       1       1       2       3
     122      95       4       4       5       5       1       1       1       1       1       1       2       3
     123      95       4       4       5       5       1       1       1       1       1       1       3       3
     124      95       4       4       5       5       1       1       1       1       1       1       3       3
     125      95       4       4       5       5       1       1       1       1       1       2       3       3
     126      95       4       4       5       5       1       1       1       1       1       2       3       3
     127      95       4       4       5       5       1       1       1       1       1       2       3       3
     128      95       4       4       5       5       1       1       1       1       1       2       3       3
     129      95       4       4       5       5       1       1       1       1       1       2       3       3
     130      95       4       4       5       5       1       1       1       1       1       2       3       3
     131      95       4       4       5       5       1       1       1       1       1       2       3       3
     132      95       4       4       5       5       1       1       1       1       1       2       3       3
     133      95       4       4       5       5       1       1       1       1       1       2       3       4
     134      95       4       4       5       5       1       1       1       1       1       2       3       4
     135      95       4       4       5       5       1       1       1       1       1       2       3       4
     136      95       4       4       5       5       1       1       1       1       1       2       3       4
     137      95       4       4       5       5       1       1       1       1       1       2       3       4
     138      95       4       4       5       5       1       1       1       1       1       2       3       4
     139      95       4       4       5       5       1       1       1       1       1       2       3       4
     140      95       4       4       5       5       1       1       1       1       1       2       3       4
     141      95       4       4       5       5       1       1       1       1       1       2       3       4
     142      95       4       4       5       5       1       1       1       1       1       2       3       4
     143      95       4       4       5       5       1       1       1       1       1       2       3       4
     144      95       4       4       5       5       1       1       1       1       1       2       3       4
     145      95       4       4       5       5       1       1       1       1       1       2       3       4
     146      95       4       4       5       5       1       1       1       1       1       2       3       4
     147      95       4       4       5       5       1       1       1       1       1       2       3       4
     148      95       4       4       5       5       1       1       1       1       1       2       3       4
     149      95       4       4       5       5       1       1       1       1       1       2       3       4
     150      95       4       4       5       5       1       1       1       1       1       2       3       4
     151      95       4       4       5       5       1       1       1       1       1       2       3       4
     152      95       4       4       5       5       1       1       1       1       1       2       3       4
     153      95       4       4       5       5       1       1       1       1       1       2       3       4
     154      95       4       4       5       5       1       1       1       1       1       2       3       4
     155      95       4       4       5       5       1       1       1       1       1       2       3       4
     156      95       4       4       5       5       1       1       1       1       1       2       3       4
     157      95       4       4       5       5       1       1       1       1       1       2       3       4
     158      95       4       4       5       5       1       1       1       1       1       2       3       4
     159      95       4       4       5       5       1       1       1       1       1       2       3       4
     160      95       4       4       5       5       1       1       1       1       1       2       3       4
     161      95       4       4       5       5       1       1       1       1       1       2       3       4
     162      95       4       4       5       5       5       1       1       1       1       2       3       4
     163      95       4       4       5       5       5       1       1       1       1       2       3       4
     164      95       4       4       4       5       5       1       1       1       1       2       3       4
     165      95       4       4       4       5       5       1       1       1       1       2       3       4
     166      95       4       4       4       5       5       1       1       1       1       2       3       4
     167      95       4       4       4       5       5       1       1       1       1       2       3       4
     168      95       4       4       4       5       5       1       1       1       1       2       3       4
     169      95       4       4       4       5       5       1       1       1       1       2       3       4
     170      95       4       4       4       5       5       1       1       1       1       2       3       4
     171      95       4       4       4       5       5       1       1       1       1       2       3       4
     172      95       4       4       4       5       5       1       1       1       1       2       3       4
     173      95       4       4       4       5       5       1       1       1       1       2       3       4
     174      95       4       4       4       5       5       1       1       1       1       2       3       4
     175      95       4       4       4       5       5       1       1       1       1       2       3       4
     176      95       4       4       4       5       5       1       1       1       1       2       3       4
     177      95       4       4       4       5       5       1       1       1       1       2       3       4
     178      95       4       4       4       5       5       1       1       1       1       2       3       4
     179      95       4       4       4       5       5       1       1       1       1       3       3       4
     180      95       4       4       4       5       5       1       1       1       1       3       3       4
     181      95       4       4       4       5       5       1       1       1       2       3       3       4
     182      95       4       4       4       5       5       1       1       1       2       3       4       4
     183      95       4       4       4       5       5       1       1       1       2       3       4       4
     184      95       4       4       4       5       5       1       1       1       2       3       4       4
     185      95       4       4       4       5       5       1       1       1       2       3       4       4
     186      95       4       4       4       5       5       1       1       1       2       3       4       4
     187      95       4       4       4       5       5       1       1       1       2       3       4       4
     188      95       4       4       4       5       5       1       1       1       2       3       4       4
     189      95       4       4       4       5       5       1       1       1       2       3       4       4
     190      95       4       4       4       5       5       1       1       1       2       3       4       4
       1      96       4       4       4       5       5       1       1       1       2       3       4       4
       2      96       4       4       4       5       5       1       1       1       2       3       4       4
       3      96       4       4       4       5       5       1       1       1       2       3       4       4
       4      96       4       4       4       5       5       1       1       1       2       3       4       4
       5      96       4       4       4       5       5       1       1       1       2       3       4       4
       6      96       4       4       4       5       5       1       1       1       2       3       4       4
       7      96       4       4       4       5       5       1       1       1       2       3       4       4
       8      96       4       4       4       5       5       1       1       1       2       3       4       4
       9      96       4       4       4       5       5       1       1       1       2       3       4       4
      10      96       4       4       4       5       5       1       1       1       2       3       4       4
      11      96       4       4       4       5       5       1       1       1       2       3       4       4
      12      96       4       4       4       5       5       1       1       1       2       3       4       4
      13      96       4       4       4       5       5       1       1       1       2       3       4       4
      14      96       4       4       4       5       5       1       1       1       2       3       4       4
      15      96       4       4       4       5       5       1       1       1       2       3       4       4
      16      96       4       4       4       5       5       5       1       1       2       3       4       4
      17      96       4       4       4       5       5       5       1       1       2       3       4       4
      18      96       4       4       4       5       5       5       1       1       2       3       4       4
      19      96       4       4       4       5       5       5       1       1       2       3       4       4
      20      96       4       4       4       5       5       5       1       1       2       3       4       4
      21      96       4       4       4       5       5       5       1       1       2       3       4       4
      22      96       4       4       4       5       5       5       1       1       2       3       4       4
      23      96       4       4       4       5       5       5       1       1       2       3       4       4
      24      96       4       4       4       5       5       5       1       1       2       3       4       4
      25      96       4       4       4       4       5       5       1       1       2       3       4       4
      26      96       4       4       4       4       5       5       1       1       2       3       4       4
      27      96       4       4       4       4       5       5       1       1       2       3       4       4
      28      96       4       4       4       4       5       5       1       2       2       3       4       4
      29      96       4       4       4       4       5       5       1       2       2       3       4       4
      30      96       4       4       4       4       5       5       1       2       2       3       4       4
      31      96       4       4       4       4       5       5       1       2       2       3       4       4
      32      96       4       4       4       4       5       5       1       2       2       3       4       4
      33      96       4       4       4       4       5       5       1       2       2       3       4       4
      34      96       4       4       4       4       5       5       1       2       2       3       4       4
      35      96       4       4       4       4       5       5       1       2       2       3       4       4
      36      96       4       4       4       4       5       5       1       2       2       3       4       4
      37      96       4       4       4       4       5       5       1       2       2       3       4       4
      38      96       4       4       4       4       5       5       2       2       2       3       4       4
      39      96       4       4       4       4       5       5       2       2       2       3       4       4
      40      96       4       4       4       4       5       5       2       2       2       3       4       4
      41      96       4       4       4       4       5       5       2       2       2       3       4       4
      42      96       4       4       4       4       5       5       2       2       2       3       4       4
      43      96       4       4       4       4       5       5       2       2       2       3       4       4
      44      96       4       4       4       4       5       5       2       2       2       3       4       4
      45      96       4       4       4       4       5       5       2       2       3       3       4       4
      46      96       4       4       4       4       5       5       2       2       3       3       4       4
      47      96       4       4       4       4       5       5       2       2       3       3       4       4
      48      96       4       4       4       4       5       5       2       2       3       4       4       4
      49      96       4       4       4       4       5       5       2       2       3       4       4       4
      50      96       4       4       4       4       5       5       2       2       3       4       4       4
      51      96       4       4       4       4       5       5       2       2       3       4       4       4
      52      96       4       4       4       4       5       5       2       2       3       4       4       4
      53      96       4       4       4       4       5       5       2       2       3       4       4       4
      54      96       4       4       4       4       5       5       2       2       3       4       4       4
      55      96       4       4       4       4       5       5       2       2       3       4       4       4
      56      96       4       4       4       4       5       5       2       2       3       4       4       4
      57      96       4       4       4       4       5       5       2       2       3       4       4       4
      58      96       4       4       4       4       5       5       2       2       3       4       4       4
      59      96       4       4       4       4       5       5       2       2       3       4       4       4
      60      96       4       4       4       4       5       5       2       2       3       4       4       4
      61      96       4       4       4       4       5       5       2       2       3       4       4       4
      62      96       4       4       4       4       5       5       2       2       3       4       4       4
      63      96       4       4       4       4       5       5       2       2       3       4       4       4
      64      96       4       4       4       4       5       5       2       2       3       4       4       4
      65      96       4       4       4       4       5       5       2       2       3       4       4       4
      66      96       4       4       4       4       5       5       2       2       3       4       4       4
      67      96       4       4       4       4       5       5       2       2       3       4       4       4
      68      96       4       4       4       4       5       5       2       2       3       4       4       4
      69      96       4       4       4       4       5       5       2       2       3       4       4       4
      70      96       4       4       4       4       5       5       2       2       3       4       4       4
      71      96       4       4       4       4       5       5       2       2       3       4       4       4
      72      96       4       4       4       4       5       5       2       2       3       4       4       4
      73      96       4       4       4       4       5       5       2       2       3       4       4       4
      74      96       4       4       4       4       5       5       2       2       3       4       4       4
      75      96       4       4       4       4       5       5       2       2       3       4       4       4
      76      96       4       4       4       4       5       5       2       2       3       4       4       4
      77      96       4       4       4       4       5       5       2       2       3       4       4       4
      78      96       4       4       4       4       5       5       2       2       3       4       4       4
      79      96       4       4       4       4       5       5       2       2       3       4       4       4
      80      96       4       4       4       4       5       5       2       2       3       4       4       4
      81      96       4       4       4       4       5       5       2       2       3       4       4       4
      82      96       4       4       4       4       5       5       2       3       3       4       4       4
      83      96       4       4       4       4       5       5       2       3       3       4       4       4
      84      96       4       4       4       4       5       5       2       3       3       4       4       4
      85      96       4       4       4       4       4       5       2       3       3       4       4       4
      86      96       4       4       4       4       4       5       2       3       3       4       4       4
      87      96       4       4       4       4       4       5       2       3       3       4       4       4
      88      96       4       4       4       4       4       5       2       3       3       4       4       4
      89      96       4       4       4       4       4       5       2       3       3       4       4       4
      90      96       5       5       5       1       1       1       1       1       1       1       2       3
      91      96       5       5       5       1       1       1       1       1       1       1       2       3
      92      96       5       5       5       1       1       1       1       1       1       1       2       3
      93      96       5       5       5       1       1       1       1       1       1       1       2       3
      94      96       5       5       5       1       1       1       1       1       1       1       2       3
      95      96       5       5       5       1       1       1       1       1       1       1       2       3
      96      96       5       5       5       1       1       1       1       1       1       1       2       3
      97      96       5       5       5       1       1       1       1       1       1       1       2       3
      98      96       5       5       5       1       1       1       1       1       1       1       2       3
      99      96       5       5       5       5       1       1       1       1       1       1       2       3
     100      96       5       5       5       5       1       1       1       1       1       1       2       3
     101      96       5       5       5       5       1       1       1       1       1       1       2       3
     102      96       5       5       5       5       1       1       1       1       1       1       2       3
     103      96       5       5       5       5       1       1       1       1       1       1       2       3
     104      96       5       5       5       5       1       1       1       1       1       1       2       3
     105      96       5       5       5       5       1       1       1       1       1       1       2       3
     106      96       5       5       5       5       1       1       1       1       1       1       2       3
     107      96       5       5       5       5       1       1       1       1       1       1       2       3
     108      96       4       5       5       5       1       1       1       1       1       1       2       3
     109      96       4       5       5       5       1       1       1       1       1       1       2       3
     110      96       4       5       5       5       1       1       1       1       1       1       2       3
     111      96       4       5       5       5       1       1       1       1       1       1       2       3
     112      96       4       5       5       5       1       1       1       1       1       1       2       3
     113      96       4       5       5       5       1       1       1       1       1       1       2       3
     114      96       4       5       5       5       1       1       1       1       1       1       2       3
     115      96       4       5       5       5       1       1       1       1       1       1       2       3
     116      96       4       5       5       5       1       1       1       1       1       1       2       3
     117      96       4       4       5       5       1       1       1       1       1       1       2       3
     118      96       4       4       5       5       1       1       1       1       1       1       2       3
     119      96       4       4       5       5       1       1       1       1       1       1       2       3
     120      96       4       4       5       5       1       1       1       1       1       1       3       3
     121      96       4       4       5       5       1       1       1       1       1       1       3       3
     122      96       4       4       5       5       1       1       1       1       1       2       3       3
     123      96       4       4       5       5       1       1       1       1       1       2       3       3
     124      96       4       4       5       5       1       1       1       1       1       2       3       3
     125      96       4       4       5       5       1       1       1       1       1       2       3       3
     126      96       4       4       5       5       1       1       1       1       1       2       3       3
     127      96       4       4       5       5       1       1       1       1       1       2       3       3
     128      96       4       4       5       5       1       1       1       1       1       2       3       3
     129      96       4       4       5       5       1       1       1       1       1       2       3       3
     130      96       4       4       5       5       1       1       1       1       1       2       3       4
     131      96       4       4       5       5       1       1       1       1       1       2       3       4
     132      96       4       4       5       5       1       1       1       1       1       2       3       4
     133      96       4       4       5       5       1       1       1       1       1       2       3       4
